source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
86/103/1051,30,2024-01-03,86/101/7709,30,2024-01-03,POR,H0087
47/106/2335,59,2024-07-18,59/103/9713,59,2024-07-21,OVI,H0074
21/101/0374,48,2024-10-02,44/116/3299,48,2024-10-03,POR,H0050
59/104/6331,8,2024-11-01,58/103/4865,8,2024-11-01,BOV,H0092
19/102/4665,35,2024-01-09,74/101/2457,33,2024-01-12,POR,H0085
90/101/0852,16,2024-01-07,46/106/8960,16,2024-01-07,CERV,H0097
45/104/4653,18,2024-04-07,19/102/4665,18,2024-04-07,OVI,H0079
46/102/6489,46,2024-05-13,19/107/2569,42,2024-05-16,POR,H0062
43/104/0879,6,2024-04-08,46/103/9340,6,2024-04-09,BOV,H0019
60/102/2702,6,2024-07-14,21/108/5832,6,2024-07-17,BOV,H0095
59/102/0681,43,2024-10-11,57/103/7768,43,2024-10-11,POR,H0097
45/110/2091,8,2024-01-04,47/108/1420,8,2024-01-04,BOV,H0017
58/106/1499,10,2024-04-23,47/108/1420,10,2024-04-26,POR,H0013
82/102/9679,19,2024-09-14,47/106/2335,19,2024-09-14,OVI,H0016
43/107/6335,56,2024-11-07,21/114/5617,53,2024-11-08,OVI,H0069
47/103/5628,1,2024-10-19,58/101/0855,1,2024-10-22,BOV,H0078
21/113/2293,6,2024-08-26,58/106/1499,6,2024-08-28,BOV,H0014
45/101/7297,8,2024-06-11,21/103/5444,8,2024-06-11,BOV,H0043
21/115/0282,3,2024-09-10,14/103/4165,3,2024-09-10,BOV,H0030
43/106/8719,6,2024-04-07,44/102/6848,6,2024-04-10,CERV,H0069
20/103/3608,5,2024-12-17,60/101/5598,5,2024-12-20,BOV,H0036
59/104/6331,36,2024-06-16,75/103/0676,33,2024-06-18,OVI,H0006
19/108/4032,12,2024-01-04,18/104/0164,12,2024-01-04,POR,H0089
60/103/8586,43,2024-06-02,72/102/0679,43,2024-06-04,POR,H0088
57/103/7768,7,2024-01-01,43/104/0879,7,2024-01-03,BOV,H0041
60/101/5598,5,2024-04-06,65/103/7869,5,2024-04-09,BOV,H0033
45/111/7641,25,2024-02-20,44/113/2793,25,2024-02-22,OVI,H0014
58/104/2683,3,2024-04-24,69/101/3188,3,2024-04-25,BOV,H0096
74/103/3523,2,2024-05-05,77/102/0208,2,2024-05-06,BOV,H0025
45/101/7297,8,2024-10-22,75/103/0676,8,2024-10-23,CERV,H0092
57/102/8978,33,2024-05-24,59/103/9713,33,2024-05-25,CERV,H0064
21/109/6724,3,2024-05-17,44/117/3237,3,2024-05-17,BOV,H0051
20/103/3608,39,2024-10-24,59/102/0681,39,2024-10-26,OVI,H0029
61/103/3057,1,2024-09-02,80/101/6034,1,2024-09-04,CERV,H0085
59/101/6657,43,2024-05-30,21/101/0374,43,2024-05-31,OVI,H0082
44/113/2793,10,2024-12-18,44/114/8427,10,2024-12-18,BOV,H0080
21/108/5832,35,2024-09-05,91/102/7168,35,2024-09-08,POR,H0031
19/109/2955,2,2024-05-21,20/110/8104,2,2024-05-22,BOV,H0094
44/103/2031,8,2024-12-07,19/104/6041,9,2024-12-09,BOV,H0015
21/114/5617,20,2024-10-13,83/103/4451,20,2024-10-14,CERV,H0004
20/102/8452,25,2024-11-18,20/111/5586,24,2024-11-18,POR,H0079
59/101/6657,46,2024-08-09,57/102/8978,46,2024-08-11,POR,H0019
57/104/4358,14,2024-03-07,59/105/3762,14,2024-03-09,POR,H0082
70/102/6747,6,2024-07-29,60/103/8586,6,2024-08-01,BOV,H0080
89/102/5600,28,2024-02-06,70/102/6747,28,2024-02-07,OVI,H0060
47/102/2370,52,2024-01-10,21/109/6724,52,2024-01-10,POR,H0030
44/103/2031,29,2024-04-13,44/107/2090,29,2024-04-14,CERV,H0084
78/102/7976,10,2024-01-23,90/102/3072,10,2024-01-26,BOV,H0086
21/114/5617,7,2024-09-17,19/105/6652,7,2024-09-20,BOV,H0071
47/105/8519,60,2024-12-30,14/103/4165,60,2024-12-31,POR,H0089
18/110/8187,19,2024-01-08,20/105/9566,19,2024-01-09,OVI,H0052
18/108/0556,9,2024-06-12,47/106/2335,9,2024-06-12,BOV,H0013
46/102/6489,3,2024-10-03,20/107/0777,3,2024-10-05,BOV,H0067
14/106/1194,27,2024-06-19,21/101/0374,27,2024-06-20,OVI,H0091
43/108/3423,8,2024-12-05,18/112/5805,5,2024-12-08,BOV,H0039
47/105/8519,2,2024-03-15,59/102/0681,2,2024-03-15,BOV,H0022
18/113/8362,21,2024-04-24,21/101/0374,21,2024-04-26,POR,H0046
44/111/0907,53,2024-11-09,44/114/8427,53,2024-11-10,POR,H0054
47/104/3940,42,2024-03-01,59/101/6657,42,2024-03-01,POR,H0092
45/110/2091,4,2024-12-18,18/104/0164,4,2024-12-19,OVI,H0006
47/104/3940,6,2024-01-05,58/101/0855,6,2024-01-06,BOV,H0034
21/105/0410,6,2024-11-11,21/102/2243,6,2024-11-13,BOV,H0011
47/103/5628,5,2024-11-06,57/103/7768,5,2024-11-08,BOV,H0005
20/102/8452,49,2024-12-08,44/111/0907,49,2024-12-10,OVI,H0091
83/103/4451,9,2024-01-09,58/104/2683,9,2024-01-11,OVI,H0036
45/105/3877,10,2024-09-26,21/109/6724,10,2024-09-27,BOV,H0010
59/105/3762,37,2024-10-25,18/110/8187,37,2024-10-27,OVI,H0035
18/106/4621,10,2024-10-20,68/101/2845,10,2024-10-22,POR,H0086
47/104/3940,5,2024-11-03,47/107/1950,5,2024-11-06,BOV,H0095
21/109/6724,40,2024-11-27,43/107/6335,40,2024-11-29,OVI,H0003
59/102/0681,20,2024-11-29,47/106/2335,15,2024-12-02,OVI,H0091
18/113/8362,13,2024-03-27,18/114/1531,13,2024-03-27,OVI,H0002
78/102/7976,37,2024-06-27,58/105/9218,37,2024-06-27,OVI,H0022
44/103/2031,33,2024-05-24,44/102/6848,33,2024-05-27,OVI,H0021
21/110/1147,2,2024-07-11,44/118/4884,2,2024-07-13,BOV,H0048
19/104/6041,28,2024-01-01,18/105/5476,28,2024-01-01,OVI,H0088
19/101/6963,13,2024-10-24,14/103/4165,13,2024-10-24,POR,H0011
45/107/0562,1,2024-11-18,44/116/3299,1,2024-11-20,OVI,H0097
21/110/1147,5,2024-05-15,44/114/8427,5,2024-05-18,BOV,H0094
80/104/9106,3,2024-04-09,44/111/0907,3,2024-04-12,BOV,H0020
14/105/3675,8,2024-02-21,20/105/9566,8,2024-02-24,BOV,H0016
58/104/2683,24,2024-07-20,44/110/2404,24,2024-07-22,CERV,H0060
21/116/1063,4,2024-07-02,18/106/4621,4,2024-07-04,BOV,H0066
14/105/3675,2,2024-10-19,45/111/7641,2,2024-10-22,BOV,H0059
47/107/1950,40,2024-04-04,59/101/6657,40,2024-04-06,POR,H0075
58/106/1499,15,2024-04-12,47/102/2370,15,2024-04-15,CERV,H0077
87/102/8921,6,2024-09-26,20/107/0777,6,2024-09-27,BOV,H0064
47/101/0376,8,2024-02-05,57/101/7138,8,2024-02-08,BOV,H0095
21/104/7988,27,2024-01-29,20/101/1631,27,2024-01-29,POR,H0007
68/103/5543,31,2024-12-15,58/105/9218,31,2024-12-15,CERV,H0048
14/105/3675,22,2024-06-17,43/103/0734,22,2024-06-17,OVI,H0055
71/101/5048,43,2024-06-07,78/101/8446,43,2024-06-07,OVI,H0081
93/102/6243,5,2024-10-10,64/103/4265,5,2024-10-13,BOV,H0049
44/107/2090,24,2024-07-19,19/106/0928,24,2024-07-21,POR,H0055
44/103/2031,57,2024-12-04,47/105/8519,57,2024-12-05,OVI,H0037
45/108/6808,26,2024-09-12,14/102/1127,26,2024-09-12,OVI,H0080
57/101/7138,7,2024-06-21,77/101/1830,7,2024-06-24,BOV,H0054
18/102/0498,4,2024-12-14,21/107/3753,4,2024-12-14,CERV,H0063
45/111/7641,3,2024-07-30,75/103/0676,2,2024-08-01,BOV,H0092
43/104/0879,5,2024-08-09,44/111/0907,5,2024-08-12,BOV,H0046
63/101/5850,31,2024-08-01,63/102/8960,31,2024-08-03,OVI,H0004
46/106/8960,3,2024-05-10,80/102/5046,3,2024-05-12,BOV,H0044
60/102/2702,5,2024-02-14,88/103/7882,5,2024-02-17,BOV,H0056
44/118/4884,12,2024-06-03,45/106/0552,12,2024-06-03,OVI,H0004
57/102/8978,22,2024-09-19,58/101/0855,18,2024-09-19,CERV,H0072
21/103/5444,49,2024-01-07,44/118/4884,49,2024-01-08,POR,H0081
45/109/5841,7,2024-09-04,21/109/6724,7,2024-09-04,BOV,H0044
43/101/6105,1,2024-06-17,45/110/2091,1,2024-06-17,BOV,H0077
47/107/1950,25,2024-10-18,59/103/9713,25,2024-10-21,POR,H0089
19/108/4032,36,2024-08-01,44/104/6336,33,2024-08-01,CERV,H0009
14/101/5551,9,2024-10-28,21/115/0282,9,2024-10-31,BOV,H0046
57/101/7138,1,2024-01-29,47/105/8519,1,2024-01-31,BOV,H0099
43/109/2637,5,2024-11-21,43/110/7680,5,2024-11-21,CERV,H0026
21/115/0282,9,2024-10-20,59/102/0681,9,2024-10-23,BOV,H0012
47/104/3940,54,2024-09-20,58/104/2683,51,2024-09-20,OVI,H0066
57/101/7138,8,2024-12-14,47/101/0376,8,2024-12-17,BOV,H0047
58/106/1499,4,2024-10-29,58/103/4865,4,2024-10-30,CERV,H0065
20/105/9566,35,2024-03-13,19/103/4972,35,2024-03-16,OVI,H0073
84/101/1826,5,2024-05-14,79/103/3637,5,2024-05-16,BOV,H0044
47/103/5628,50,2024-06-24,20/109/6169,50,2024-06-27,OVI,H0026
79/103/3637,38,2024-06-14,62/103/5759,38,2024-06-15,CERV,H0051
20/101/1631,6,2024-08-15,14/102/1127,6,2024-08-16,BOV,H0038
44/109/6112,28,2024-04-19,19/105/6652,28,2024-04-19,POR,H0046
20/101/1631,6,2024-08-12,20/103/3608,6,2024-08-15,POR,H0030
73/101/2323,4,2024-07-21,21/111/1316,6,2024-07-22,BOV,H0051
47/107/1950,29,2024-11-19,57/102/8978,29,2024-11-19,POR,H0015
21/111/1316,4,2024-03-02,18/104/0164,4,2024-03-05,BOV,H0020
58/106/1499,6,2024-03-04,59/101/6657,6,2024-03-05,BOV,H0034
18/104/0164,6,2024-03-29,58/101/0855,6,2024-03-29,CERV,H0042
43/108/3423,53,2024-11-23,14/104/3572,53,2024-11-26,POR,H0001
21/112/3914,10,2024-03-09,45/110/2091,10,2024-03-12,BOV,H0005
21/112/3914,7,2024-12-18,44/117/3237,7,2024-12-20,BOV,H0098
20/110/8104,1,2024-11-23,44/119/3088,1,2024-11-23,BOV,H0062
20/111/5586,44,2024-01-21,46/104/8944,44,2024-01-24,OVI,H0060
46/102/6489,6,2024-05-22,44/109/6112,7,2024-05-24,BOV,H0084
80/102/5046,2,2024-11-28,18/105/5476,1,2024-12-01,BOV,H0027
19/107/2569,2,2024-12-22,20/110/8104,2,2024-12-22,BOV,H0032
84/101/1826,3,2024-04-26,81/103/1696,3,2024-04-29,BOV,H0064
21/101/0374,29,2024-01-21,44/107/2090,29,2024-01-21,POR,H0053
59/104/6331,6,2024-05-19,47/107/1950,6,2024-05-20,BOV,H0006
19/104/6041,40,2024-09-26,46/102/6489,40,2024-09-26,POR,H0036
19/109/2955,36,2024-02-21,45/106/0552,36,2024-02-21,OVI,H0085
20/103/3608,48,2024-03-22,20/106/5240,48,2024-03-22,OVI,H0009
83/101/8622,32,2024-09-27,18/102/0498,32,2024-09-30,POR,H0030
18/112/5805,44,2024-07-12,43/104/0879,40,2024-07-15,OVI,H0055
18/104/0164,4,2024-01-14,83/102/4189,4,2024-01-17,BOV,H0027
44/110/2404,9,2024-05-28,44/114/8427,5,2024-05-31,BOV,H0035
44/102/6848,2,2024-03-26,44/106/6022,2,2024-03-28,POR,H0087
44/111/0907,6,2024-05-09,19/107/2569,6,2024-05-10,BOV,H0072
18/112/5805,35,2024-03-29,18/101/5435,32,2024-03-29,POR,H0007
47/108/1420,9,2024-05-24,58/101/0855,9,2024-05-27,BOV,H0076
59/101/6657,9,2024-04-28,58/105/9218,9,2024-04-28,BOV,H0016
47/108/1420,53,2024-10-01,58/104/2683,53,2024-10-01,OVI,H0099
71/101/5048,4,2024-12-03,75/103/0676,5,2024-12-05,BOV,H0099
43/103/0734,28,2024-01-15,44/116/3299,28,2024-01-17,OVI,H0024
21/105/0410,16,2024-07-29,43/103/0734,16,2024-07-31,POR,H0038
61/103/3057,57,2024-06-02,94/102/0130,57,2024-06-03,OVI,H0088
57/103/7768,1,2024-07-06,44/118/4884,1,2024-07-07,POR,H0053
43/111/5983,2,2024-09-10,19/109/2955,1,2024-09-10,BOV,H0033
58/101/0855,36,2024-11-18,44/111/0907,36,2024-11-20,CERV,H0033
43/105/5797,3,2024-04-05,18/112/5805,3,2024-04-07,BOV,H0075
20/105/9566,36,2024-06-16,43/102/2744,36,2024-06-17,POR,H0013
94/103/3605,7,2024-01-21,87/103/6133,7,2024-01-23,POR,H0067
21/114/5617,52,2024-05-11,60/103/8586,52,2024-05-14,POR,H0009
59/101/6657,2,2024-09-12,59/103/9713,2,2024-09-12,BOV,H0034
21/114/5617,9,2024-06-08,43/110/7680,9,2024-06-08,BOV,H0004
46/101/1826,3,2024-04-01,46/104/8944,3,2024-04-03,BOV,H0055
19/106/0928,12,2024-12-15,14/106/1194,9,2024-12-18,CERV,H0070
86/101/7709,4,2024-10-09,80/104/9106,4,2024-10-12,BOV,H0054
14/101/5551,28,2024-01-15,44/119/3088,28,2024-01-16,CERV,H0019
19/103/4972,11,2024-10-14,80/104/9106,11,2024-10-17,POR,H0011
44/109/6112,10,2024-09-16,44/105/6859,10,2024-09-18,BOV,H0034
85/101/3152,6,2024-10-31,63/103/3682,6,2024-11-03,BOV,H0066
44/104/6336,7,2024-10-28,14/105/3675,2,2024-10-28,BOV,H0066
14/106/1194,2,2024-10-30,46/102/6489,2,2024-11-02,BOV,H0002
47/101/0376,33,2024-08-16,67/103/7011,33,2024-08-17,POR,H0020
67/102/0737,5,2024-09-07,44/114/8427,5,2024-09-09,BOV,H0070
81/101/9177,7,2024-06-25,90/102/3072,7,2024-06-28,OVI,H0096
58/105/9218,29,2024-07-07,57/101/7138,24,2024-07-07,OVI,H0016
44/114/8427,29,2024-03-02,44/115/0281,29,2024-03-05,CERV,H0026
18/105/5476,4,2024-10-31,44/101/1013,4,2024-11-03,BOV,H0019
72/102/0679,33,2024-02-26,88/103/7882,33,2024-02-26,CERV,H0067
62/101/3385,3,2024-12-17,79/101/5616,3,2024-12-19,BOV,H0099
58/102/9234,3,2024-01-24,18/111/8115,3,2024-01-25,BOV,H0043
63/103/3682,35,2024-08-25,69/103/6603,35,2024-08-27,OVI,H0082
47/105/8519,5,2024-09-17,59/104/6331,5,2024-09-19,BOV,H0100
21/110/1147,20,2024-07-04,86/102/6401,20,2024-07-06,OVI,H0079
45/105/3877,8,2024-08-09,18/101/5435,8,2024-08-12,BOV,H0041
19/101/6963,27,2024-02-09,20/103/3608,27,2024-02-11,POR,H0044
59/105/3762,9,2024-02-14,70/102/6747,9,2024-02-15,POR,H0096
21/106/7308,3,2024-01-27,86/102/6401,1,2024-01-27,BOV,H0077
59/105/3762,9,2024-01-31,58/104/2683,9,2024-02-01,BOV,H0004
57/102/8978,8,2024-11-08,59/101/6657,8,2024-11-08,BOV,H0074
59/104/6331,9,2024-05-11,72/102/0679,9,2024-05-13,BOV,H0092
59/102/0681,37,2024-03-26,47/104/3940,36,2024-03-26,OVI,H0041
21/116/1063,29,2024-03-02,44/118/4884,29,2024-03-02,OVI,H0049
19/103/4972,6,2024-02-03,18/108/0556,6,2024-02-04,BOV,H0020
43/107/6335,5,2024-07-31,20/105/9566,5,2024-08-01,BOV,H0079
76/102/4719,28,2024-06-28,47/102/2370,28,2024-06-30,CERV,H0047
68/102/3759,27,2024-01-28,44/108/6668,27,2024-01-29,CERV,H0057
59/102/0681,1,2024-07-10,94/102/0130,1,2024-07-12,BOV,H0062
21/107/3753,34,2024-06-24,58/102/9234,32,2024-06-27,CERV,H0072
45/106/0552,2,2024-11-27,45/110/2091,1,2024-11-27,BOV,H0087
79/101/5616,23,2024-12-22,66/101/0434,23,2024-12-25,CERV,H0080
14/104/3572,8,2024-10-06,14/105/3675,8,2024-10-06,BOV,H0065
47/102/2370,59,2024-02-15,47/108/1420,59,2024-02-17,OVI,H0071
47/106/2335,7,2024-11-04,58/106/1499,7,2024-11-05,BOV,H0060
47/107/1950,8,2024-07-05,59/104/6331,8,2024-07-08,BOV,H0011
19/102/4665,3,2024-01-05,21/114/5617,3,2024-01-05,BOV,H0003
14/105/3675,2,2024-05-29,43/106/8719,2,2024-05-29,BOV,H0056
77/102/0208,34,2024-10-29,79/104/7356,34,2024-10-29,OVI,H0008
14/106/1194,1,2024-08-01,44/107/2090,1,2024-08-01,BOV,H0039
43/109/2637,2,2024-08-23,44/101/1013,2,2024-08-25,BOV,H0023
43/109/2637,33,2024-11-28,18/114/1531,33,2024-12-01,OVI,H0018
46/102/6489,18,2024-02-17,77/102/0208,18,2024-02-18,OVI,H0051
80/102/5046,57,2024-12-27,72/101/6646,57,2024-12-28,OVI,H0080
18/102/0498,3,2024-07-17,21/108/5832,3,2024-07-18,BOV,H0007
64/103/4265,3,2024-05-08,47/105/8519,3,2024-05-11,BOV,H0056
18/111/8115,10,2024-03-08,18/113/8362,10,2024-03-08,BOV,H0011
47/104/3940,10,2024-09-23,57/103/7768,10,2024-09-25,BOV,H0025
21/116/1063,6,2024-12-10,18/104/0164,4,2024-12-13,BOV,H0032
21/116/1063,19,2024-09-24,20/101/1631,19,2024-09-25,OVI,H0039
18/106/4621,8,2024-09-12,19/105/6652,8,2024-09-12,POR,H0093
18/110/8187,51,2024-04-11,46/105/6171,51,2024-04-12,POR,H0071
58/102/9234,15,2024-12-26,58/101/0855,15,2024-12-29,POR,H0041
43/106/8719,57,2024-01-26,46/101/1826,57,2024-01-28,OVI,H0041
46/106/8960,6,2024-09-05,46/101/1826,6,2024-09-07,BOV,H0046
18/103/1134,2,2024-11-13,44/117/3237,1,2024-11-13,BOV,H0062
44/117/3237,47,2024-10-25,19/102/4665,47,2024-10-25,OVI,H0036
94/103/3605,8,2024-08-29,88/101/2558,8,2024-09-01,BOV,H0066
58/106/1499,6,2024-12-18,47/108/1420,6,2024-12-21,BOV,H0002
21/115/0282,21,2024-06-04,20/103/3608,21,2024-06-06,OVI,H0064
58/105/9218,6,2024-04-19,47/107/1950,6,2024-04-22,BOV,H0027
18/108/0556,10,2024-04-12,44/115/0281,10,2024-04-15,BOV,H0019
43/108/3423,8,2024-03-02,45/105/3877,8,2024-03-03,BOV,H0021
43/102/2744,60,2024-11-28,19/104/6041,60,2024-11-29,POR,H0054
47/107/1950,3,2024-02-19,58/102/9234,3,2024-02-20,CERV,H0045
72/103/5366,16,2024-01-27,63/101/5850,16,2024-01-28,POR,H0077
21/108/5832,10,2024-09-16,44/105/6859,10,2024-09-19,BOV,H0003
90/102/3072,4,2024-05-17,21/108/5832,6,2024-05-20,BOV,H0064
47/101/0376,4,2024-11-07,58/104/2683,2,2024-11-08,BOV,H0034
19/102/4665,10,2024-11-26,19/104/6041,10,2024-11-27,BOV,H0015
58/106/1499,5,2024-11-07,47/101/0376,5,2024-11-09,BOV,H0004
19/102/4665,45,2024-02-22,46/103/9340,45,2024-02-24,OVI,H0075
46/105/6171,1,2024-06-18,18/105/5476,1,2024-06-21,BOV,H0082
43/111/5983,25,2024-12-02,47/105/8519,25,2024-12-04,CERV,H0006
21/114/5617,7,2024-02-23,20/109/6169,7,2024-02-25,OVI,H0032
44/107/2090,7,2024-05-14,45/111/7641,7,2024-05-14,POR,H0072
47/103/5628,31,2024-07-05,58/106/1499,31,2024-07-06,POR,H0010
47/103/5628,5,2024-02-02,46/107/7764,5,2024-02-05,BOV,H0039
43/108/3423,10,2024-09-23,44/108/6668,10,2024-09-24,BOV,H0050
47/103/5628,3,2024-05-09,43/102/2744,3,2024-05-09,CERV,H0071
59/101/6657,9,2024-12-17,47/102/2370,9,2024-12-20,POR,H0094
18/110/8187,38,2024-10-04,14/104/3572,38,2024-10-07,CERV,H0024
47/108/1420,4,2024-06-23,59/101/6657,4,2024-06-25,POR,H0061
21/103/5444,25,2024-10-10,47/102/2370,25,2024-10-12,POR,H0013
74/101/2457,1,2024-11-13,88/101/2558,1,2024-11-14,BOV,H0021
44/101/1013,7,2024-08-03,21/113/2293,7,2024-08-06,BOV,H0063
43/101/6105,16,2024-02-13,21/109/6724,16,2024-02-15,CERV,H0092
44/101/1013,12,2024-12-25,44/117/3237,12,2024-12-26,OVI,H0077
14/102/1127,33,2024-03-31,20/111/5586,33,2024-04-03,OVI,H0040
47/105/8519,54,2024-10-13,21/107/3753,54,2024-10-13,OVI,H0030
19/108/4032,3,2024-08-08,44/107/2090,3,2024-08-10,BOV,H0083
44/114/8427,30,2024-11-26,59/103/9713,30,2024-11-27,OVI,H0045
43/104/0879,4,2024-02-24,20/111/5586,1,2024-02-25,BOV,H0029
21/104/7988,10,2024-03-11,21/116/1063,10,2024-03-14,POR,H0007
45/110/2091,35,2024-04-04,46/101/1826,35,2024-04-05,POR,H0003
45/101/7297,53,2024-02-09,44/109/6112,52,2024-02-10,POR,H0022
21/109/6724,4,2024-12-15,44/115/0281,4,2024-12-18,BOV,H0045
63/101/5850,2,2024-11-23,44/113/2793,2,2024-11-25,BOV,H0043
43/103/0734,47,2024-01-27,21/111/1316,47,2024-01-27,OVI,H0076
21/101/0374,47,2024-06-13,82/103/4508,47,2024-06-13,POR,H0066
59/104/6331,2,2024-06-14,20/103/3608,2,2024-06-14,BOV,H0086
74/102/8897,3,2024-06-24,70/102/6747,3,2024-06-24,BOV,H0010
43/105/5797,9,2024-06-18,43/109/2637,9,2024-06-18,BOV,H0067
18/113/8362,1,2024-01-29,20/103/3608,1,2024-02-01,BOV,H0032
47/106/2335,10,2024-11-05,58/106/1499,10,2024-11-06,BOV,H0064
76/102/4719,3,2024-02-26,45/101/7297,3,2024-02-28,POR,H0016
44/101/1013,33,2024-03-02,45/102/5645,33,2024-03-05,OVI,H0041
45/109/5841,36,2024-05-31,47/108/1420,36,2024-06-01,POR,H0044
19/102/4665,6,2024-08-01,74/103/3523,6,2024-08-02,BOV,H0039
44/117/3237,4,2024-04-27,85/102/7800,4,2024-04-28,CERV,H0094
90/102/3072,6,2024-10-22,83/103/4451,6,2024-10-22,BOV,H0062
58/104/2683,7,2024-11-27,47/107/1950,7,2024-11-30,BOV,H0035
47/105/8519,24,2024-06-18,44/117/3237,24,2024-06-18,CERV,H0013
58/102/9234,8,2024-01-12,57/104/4358,8,2024-01-15,BOV,H0058
45/109/5841,7,2024-02-06,45/107/0562,3,2024-02-06,BOV,H0091
44/119/3088,19,2024-01-17,20/107/0777,19,2024-01-18,CERV,H0003
20/101/1631,23,2024-07-18,19/103/4972,23,2024-07-19,CERV,H0065
46/103/9340,30,2024-01-05,45/110/2091,30,2024-01-08,POR,H0084
45/101/7297,7,2024-02-01,82/102/9679,7,2024-02-03,BOV,H0032
19/103/4972,6,2024-08-12,46/107/7764,6,2024-08-14,BOV,H0068
46/101/1826,5,2024-10-29,19/104/6041,5,2024-10-31,BOV,H0036
45/101/7297,26,2024-07-31,44/116/3299,26,2024-08-01,POR,H0077
43/111/5983,34,2024-04-26,75/101/2303,34,2024-04-27,CERV,H0025
21/114/5617,40,2024-02-10,21/115/0282,40,2024-02-12,OVI,H0044
89/102/5600,40,2024-08-24,18/107/6213,40,2024-08-27,OVI,H0087
21/105/0410,9,2024-11-27,21/114/5617,9,2024-11-30,BOV,H0016
44/115/0281,4,2024-05-04,74/102/8897,4,2024-05-07,BOV,H0065
43/105/5797,35,2024-11-06,20/111/5586,35,2024-11-09,OVI,H0086
73/103/4974,38,2024-05-03,76/103/4943,38,2024-05-03,POR,H0074
18/104/0164,31,2024-06-12,21/112/3914,31,2024-06-14,OVI,H0007
18/107/6213,55,2024-04-05,58/105/9218,55,2024-04-07,POR,H0004
59/101/6657,27,2024-12-07,47/103/5628,27,2024-12-10,OVI,H0001
21/110/1147,1,2024-10-17,21/108/5832,1,2024-10-17,CERV,H0024
57/102/8978,56,2024-11-01,18/101/5435,56,2024-11-04,OVI,H0026
45/105/3877,2,2024-01-06,44/109/6112,2,2024-01-08,POR,H0015
47/107/1950,5,2024-07-29,58/105/9218,5,2024-07-29,BOV,H0064
44/101/1013,8,2024-08-13,44/112/6420,8,2024-08-14,BOV,H0005
57/104/4358,4,2024-04-09,47/103/5628,4,2024-04-09,BOV,H0015
89/101/6280,2,2024-09-26,86/103/1051,2,2024-09-29,BOV,H0037
18/109/4035,6,2024-06-11,44/103/2031,6,2024-06-11,BOV,H0022
19/102/4665,8,2024-12-29,44/101/1013,5,2024-12-31,BOV,H0063
43/102/2744,7,2024-04-21,44/116/3299,7,2024-04-24,BOV,H0013
18/110/8187,59,2024-09-04,43/108/3423,59,2024-09-06,OVI,H0072
59/101/6657,10,2024-03-15,57/101/7138,10,2024-03-15,OVI,H0011
46/104/8944,2,2024-07-26,18/104/0164,1,2024-07-27,BOV,H0007
46/103/9340,28,2024-10-20,18/104/0164,28,2024-10-22,CERV,H0092
18/109/4035,9,2024-11-03,58/102/9234,9,2024-11-06,BOV,H0019
43/110/7680,28,2024-08-26,20/111/5586,28,2024-08-27,OVI,H0055
21/111/1316,29,2024-11-25,19/104/6041,29,2024-11-27,OVI,H0076
72/103/5366,43,2024-11-19,74/101/2457,43,2024-11-21,OVI,H0014
20/108/0989,41,2024-09-09,19/106/0928,41,2024-09-10,OVI,H0011
59/101/6657,10,2024-12-18,77/103/0238,10,2024-12-19,BOV,H0089
20/111/5586,7,2024-09-16,58/105/9218,7,2024-09-16,BOV,H0068
47/102/2370,52,2024-07-12,45/111/7641,52,2024-07-12,OVI,H0054
20/103/3608,5,2024-06-30,20/108/0989,5,2024-07-02,OVI,H0089
20/101/1631,9,2024-04-10,18/104/0164,9,2024-04-10,BOV,H0086
43/110/7680,54,2024-08-02,43/105/5797,54,2024-08-04,POR,H0008
57/104/4358,5,2024-05-20,46/105/6171,5,2024-05-20,BOV,H0024
61/103/3057,55,2024-10-31,21/107/3753,55,2024-10-31,POR,H0008
58/101/0855,8,2024-08-11,57/103/7768,8,2024-08-14,BOV,H0094
66/103/6491,10,2024-04-09,80/104/9106,10,2024-04-09,BOV,H0069
45/107/0562,11,2024-08-27,18/101/5435,11,2024-08-28,POR,H0071
66/103/6491,5,2024-01-02,75/102/1580,5,2024-01-02,BOV,H0016
18/101/5435,10,2024-09-25,43/102/2744,10,2024-09-28,BOV,H0083
18/104/0164,8,2024-11-08,14/105/3675,8,2024-11-09,BOV,H0040
44/119/3088,25,2024-04-23,59/101/6657,25,2024-04-23,POR,H0003
82/103/4508,28,2024-07-05,83/101/8622,28,2024-07-06,POR,H0011
90/102/3072,7,2024-03-12,21/105/0410,7,2024-03-15,OVI,H0043
21/110/1147,8,2024-07-25,21/105/0410,8,2024-07-27,OVI,H0053
18/105/5476,28,2024-08-01,21/105/0410,28,2024-08-03,OVI,H0070
45/104/4653,10,2024-02-01,44/118/4884,10,2024-02-02,BOV,H0057
21/114/5617,13,2024-07-04,44/103/2031,13,2024-07-07,CERV,H0064
47/107/1950,3,2024-10-09,65/102/1500,3,2024-10-12,BOV,H0056
58/101/0855,6,2024-12-08,59/104/6331,6,2024-12-09,BOV,H0016
80/101/6034,5,2024-11-14,73/101/2323,5,2024-11-14,CERV,H0032
47/104/3940,4,2024-12-25,59/104/6331,4,2024-12-25,BOV,H0022
47/108/1420,28,2024-03-31,44/111/0907,28,2024-04-01,POR,H0100
19/105/6652,6,2024-11-25,21/103/5444,6,2024-11-25,OVI,H0028
